State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Indiana,10/10/2015,"3,645",10/3/2015,"20,200","2,854,594",0.71
Indiana,10/17/2015,"3,048",10/10/2015,"19,678","2,869,106",0.69
Indiana,10/24/2015,"3,569",10/17/2015,"19,901","2,869,106",0.69
Indiana,10/31/2015,"3,639",10/24/2015,"19,932","2,869,106",0.69
Indiana,11/7/2015,"3,868",10/31/2015,"19,960","2,869,106",0.7
Indiana,11/14/2015,"3,808",11/7/2015,"20,537","2,869,106",0.72
Indiana,11/21/2015,"4,514",11/14/2015,"21,172","2,869,106",0.74
Indiana,11/28/2015,"4,161",11/21/2015,"21,014","2,869,106",0.73
Indiana,12/5/2015,"5,676",11/28/2015,"23,440","2,869,106",0.82
Indiana,12/12/2015,"4,919",12/5/2015,"24,568","2,869,106",0.86
Indiana,12/19/2015,"5,370",12/12/2015,"26,239","2,869,106",0.91
Indiana,12/26/2015,"5,636",12/19/2015,"26,658","2,869,106",0.93
Indiana,1/2/2016,"6,205",12/26/2015,"30,231","2,869,106",1.05
Indiana,1/9/2016,"11,082",1/2/2016,"33,101","2,869,106",1.15
Indiana,1/16/2016,"6,400",1/9/2016,"36,598","2,880,776",1.27
Indiana,1/23/2016,"4,893",1/16/2016,"35,407","2,880,776",1.23
Indiana,1/30/2016,"4,826",1/23/2016,"36,508","2,880,776",1.27
Indiana,2/6/2016,"3,982",1/30/2016,"36,809","2,880,776",1.28
Indiana,2/13/2016,"3,492",2/6/2016,"35,692","2,880,776",1.24
Indiana,2/20/2016,"3,404",2/13/2016,"35,829","2,880,776",1.24
Indiana,2/27/2016,"3,462",2/20/2016,"35,948","2,880,776",1.25
Indiana,3/5/2016,"3,572",2/27/2016,"34,179","2,880,776",1.19
Indiana,3/12/2016,"3,226",3/5/2016,"32,841","2,880,776",1.14
Indiana,3/19/2016,"3,436",3/12/2016,"31,837","2,880,776",1.11
Indiana,3/26/2016,"2,528",3/19/2016,"30,212","2,880,776",1.05
Indiana,4/2/2016,"2,880",3/26/2016,"28,620","2,880,776",0.99
Indiana,4/9/2016,"3,546",4/2/2016,"27,092","2,880,776",0.94
Indiana,4/16/2016,"3,098",4/9/2016,"25,597","2,893,396",0.88
Indiana,4/23/2016,"2,939",4/16/2016,"23,158","2,893,396",0.8
Indiana,4/30/2016,"2,841",4/23/2016,"22,995","2,893,396",0.79
Indiana,5/7/2016,"2,684",4/30/2016,"21,805","2,893,396",0.75
Indiana,5/14/2016,"3,342",5/7/2016,"22,216","2,893,396",0.77
Indiana,5/21/2016,"3,072",5/14/2016,"22,010","2,893,396",0.76
Indiana,5/28/2016,"3,792",5/21/2016,"21,739","2,893,396",0.75
Indiana,6/4/2016,"3,102",5/28/2016,"22,471","2,893,396",0.78
Indiana,6/11/2016,"3,135",6/4/2016,"22,077","2,893,396",0.76
Indiana,6/18/2016,"3,031",6/11/2016,"21,859","2,893,396",0.76
Indiana,6/25/2016,"2,847",6/18/2016,"21,988","2,893,396",0.76
Indiana,7/2/2016,"3,076",6/25/2016,"21,843","2,893,396",0.75
Indiana,7/9/2016,"3,444",7/2/2016,"21,627","2,893,396",0.75
Indiana,7/16/2016,"3,522",7/9/2016,"22,334","2,905,443",0.77
Indiana,7/23/2016,"2,869",7/16/2016,"22,135","2,905,443",0.76
Indiana,7/30/2016,"3,184",7/23/2016,"21,549","2,905,443",0.74
Indiana,8/6/2016,"3,643",7/30/2016,"22,138","2,905,443",0.76
Indiana,8/13/2016,"2,946",8/6/2016,"21,487","2,905,443",0.74
Indiana,8/20/2016,"2,974",8/13/2016,"20,669","2,905,443",0.71
Indiana,8/27/2016,"2,711",8/20/2016,"20,664","2,905,443",0.71
Indiana,9/3/2016,"2,826",8/27/2016,"20,038","2,905,443",0.69
Indiana,9/10/2016,"2,615",9/3/2016,"19,582","2,905,443",0.67
Indiana,9/17/2016,"2,626",9/10/2016,"19,617","2,905,443",0.68
Indiana,9/24/2016,"2,460",9/17/2016,"19,461","2,905,443",0.67
Indiana,10/1/2016,"2,564",9/24/2016,"19,174","2,905,443",0.66
Indiana,10/8/2016,"3,162",10/1/2016,"19,176","2,905,443",0.66
Indiana,10/15/2016,"2,766",10/8/2016,"18,866","2,919,014",0.65
Indiana,10/22/2016,"2,687",10/15/2016,"19,121","2,919,014",0.66
Indiana,10/29/2016,"2,672",10/22/2016,"18,804","2,919,014",0.64
Indiana,11/5/2016,"3,061",10/29/2016,"18,892","2,919,014",0.65
Indiana,11/12/2016,"2,947",11/5/2016,"18,645","2,919,014",0.64
Indiana,11/19/2016,"4,293",11/12/2016,"19,611","2,919,014",0.67
Indiana,11/26/2016,"3,409",11/19/2016,"20,097","2,919,014",0.69
Indiana,12/3/2016,"4,660",11/26/2016,"22,111","2,919,014",0.76
Indiana,12/10/2016,"5,136",12/3/2016,"22,350","2,919,014",0.77
Indiana,12/17/2016,"6,235",12/10/2016,"24,218","2,919,014",0.83
Indiana,12/24/2016,"5,580",12/17/2016,"27,740","2,919,014",0.95
Indiana,12/31/2016,"4,585",12/24/2016,"30,520","2,919,014",1.05
Indiana,1/7/2017,"6,168",12/31/2016,"30,184","2,919,014",1.03
Indiana,1/14/2017,"4,943",1/7/2017,"31,714","2,929,239",1.08
Indiana,1/21/2017,"3,945",1/14/2017,"32,061","2,929,239",1.09
Indiana,1/28/2017,"4,700",1/21/2017,"32,780","2,929,239",1.12
Indiana,2/4/2017,"3,573",1/28/2017,"34,200","2,929,239",1.17
Indiana,2/11/2017,"3,209",2/4/2017,"32,842","2,929,239",1.12
Indiana,2/18/2017,"2,753",2/11/2017,"32,707","2,929,239",1.12
Indiana,2/25/2017,"2,449",2/18/2017,"31,810","2,929,239",1.09
Indiana,3/4/2017,"2,550",2/25/2017,"30,236","2,929,239",1.03
Indiana,3/11/2017,"2,587",3/4/2017,"29,400","2,929,239",1
Indiana,3/18/2017,"2,391",3/11/2017,"28,289","2,929,239",0.97
Indiana,3/25/2017,"2,517",3/18/2017,"27,201","2,929,239",0.93
Indiana,4/1/2017,"3,415",3/25/2017,"25,610","2,929,239",0.87
Indiana,4/8/2017,"3,258",4/1/2017,"25,978","2,941,367",0.88
Indiana,4/15/2017,"2,271",4/8/2017,"22,977","2,941,367",0.78
Indiana,4/22/2017,"2,403",4/15/2017,"21,646","2,941,367",0.74
Indiana,4/29/2017,"2,753",4/22/2017,"20,511","2,941,367",0.7
Indiana,5/6/2017,"2,772",4/29/2017,"21,036","2,941,367",0.72
Indiana,5/13/2017,"2,487",5/6/2017,"19,729","2,941,367",0.67
Indiana,5/20/2017,"2,564",5/13/2017,"19,110","2,941,367",0.65
Indiana,5/27/2017,"2,813",5/20/2017,"19,114","2,941,367",0.65
Indiana,6/3/2017,"2,149",5/27/2017,"17,994","2,941,367",0.61
Indiana,6/10/2017,"2,373",6/3/2017,"15,344","2,941,367",0.52
Indiana,6/17/2017,"2,741",6/10/2017,"15,909","2,941,367",0.54
Indiana,6/24/2017,"2,667",6/17/2017,"16,189","2,941,367",0.55
Indiana,7/1/2017,"2,323",6/24/2017,"14,896","2,941,367",0.51
Indiana,7/8/2017,"2,671",7/1/2017,"14,644","2,949,677",0.5
Indiana,7/15/2017,"2,699",7/8/2017,"15,196","2,949,677",0.52
Indiana,7/22/2017,"2,385",7/15/2017,"14,797","2,949,677",0.5
Indiana,7/29/2017,"2,399",7/22/2017,"14,986","2,949,677",0.51
Indiana,8/5/2017,"2,651",7/29/2017,"14,892","2,949,677",0.5
Indiana,8/12/2017,"2,709",8/5/2017,"14,979","2,949,677",0.51
Indiana,8/19/2017,"2,671",8/12/2017,"14,867","2,949,677",0.5
Indiana,8/26/2017,"4,401",8/19/2017,"14,851","2,949,677",0.5
Indiana,9/2/2017,"2,419",8/26/2017,"14,705","2,949,677",0.5
Indiana,9/9/2017,"2,016",9/2/2017,"16,073","2,949,677",0.54
Indiana,9/16/2017,"2,043",9/9/2017,"14,200","2,949,677",0.48
Indiana,9/23/2017,"2,117",9/16/2017,"13,632","2,949,677",0.46
Indiana,9/30/2017,"2,098",9/23/2017,"13,409","2,949,677",0.45
Indiana,10/7/2017,"2,713",9/30/2017,"13,372","2,949,677",0.45
Indiana,10/14/2017,"2,520",10/7/2017,"13,013","2,958,277",0.44
Indiana,10/21/2017,"2,503",10/14/2017,"13,435","2,958,277",0.45
Indiana,10/28/2017,"3,256",10/21/2017,"14,485","2,958,277",0.49
Indiana,11/4/2017,"2,524",10/28/2017,"13,662","2,958,277",0.46
Indiana,11/11/2017,"2,637",11/4/2017,"13,845","2,958,277",0.47
Indiana,11/18/2017,"2,865",11/11/2017,"14,364","2,958,277",0.49
Indiana,11/25/2017,"2,143",11/18/2017,"13,323","2,958,277",0.45
Indiana,12/2/2017,"3,360",11/25/2017,"14,514","2,958,277",0.49
Indiana,12/9/2017,"3,442",12/2/2017,"15,272","2,958,277",0.52
Indiana,12/16/2017,"4,369",12/9/2017,"16,051","2,958,277",0.54
Indiana,12/23/2017,"4,525",12/16/2017,"17,636","2,958,277",0.6
Indiana,12/30/2017,"4,538",12/23/2017,"18,387","2,958,277",0.62
Indiana,1/6/2018,"6,372",12/30/2017,"20,407","2,958,277",0.69
Indiana,1/13/2018,"5,433",1/6/2018,"22,370","2,966,868",0.75
Indiana,1/20/2018,"3,458",1/13/2018,"22,853","2,966,868",0.77
Indiana,1/27/2018,"3,357",1/20/2018,"23,897","2,966,868",0.81
Indiana,2/3/2018,"2,884",1/27/2018,"23,665","2,966,868",0.8
Indiana,2/10/2018,"2,791",2/3/2018,"23,988","2,966,868",0.81
Indiana,2/17/2018,"2,618",2/10/2018,"24,367","2,966,868",0.82
Indiana,2/24/2018,"2,173",2/17/2018,"24,138","2,966,868",0.81
Indiana,3/3/2018,"2,409",2/24/2018,"23,315","2,966,868",0.79
Indiana,3/10/2018,"2,136",3/3/2018,"22,589","2,966,868",0.76
Indiana,3/17/2018,"2,096",3/10/2018,"20,801","2,966,868",0.7
Indiana,3/24/2018,"2,141",3/17/2018,"19,588","2,966,868",0.66
Indiana,3/31/2018,"2,019",3/24/2018,"18,503","2,966,868",0.62
Indiana,4/7/2018,"2,669",3/31/2018,"18,350","2,966,868",0.62
Indiana,4/14/2018,"2,534",4/7/2018,"17,316","2,972,478",0.58
Indiana,4/21/2018,"1,980",4/14/2018,"16,423","2,972,478",0.55
Indiana,4/28/2018,"1,948",4/21/2018,"15,815","2,972,478",0.53
Indiana,5/5/2018,"2,126",4/28/2018,"14,732","2,972,478",0.5
Indiana,5/12/2018,"2,186",5/5/2018,"14,060","2,972,478",0.47
Indiana,5/19/2018,"2,058",5/12/2018,"13,826","2,972,478",0.47
Indiana,5/26/2018,"2,035",5/19/2018,"13,667","2,972,478",0.46
Indiana,6/2/2018,"1,968",5/26/2018,"13,132","2,972,478",0.44
Indiana,6/9/2018,"2,242",6/2/2018,"13,566","2,972,478",0.46
Indiana,6/16/2018,"2,257",6/9/2018,"13,549","2,972,478",0.46
Indiana,6/23/2018,"2,535",6/16/2018,"13,741","2,972,478",0.46
Indiana,6/30/2018,"2,170",6/23/2018,"13,947","2,972,478",0.47
Indiana,7/7/2018,"2,511",6/30/2018,"13,768","2,972,478",0.46
Indiana,7/14/2018,"2,293",7/7/2018,"14,302","2,980,049",0.48
Indiana,7/21/2018,"1,946",7/14/2018,"13,965","2,980,049",0.47
Indiana,7/28/2018,"2,053",7/21/2018,"13,900","2,980,049",0.47
Indiana,8/4/2018,"1,998",7/28/2018,"13,334","2,980,049",0.45
Indiana,8/11/2018,"1,991",8/4/2018,"13,472","2,980,049",0.45
Indiana,8/18/2018,"2,050",8/11/2018,"13,148","2,980,049",0.44
Indiana,8/25/2018,"1,959",8/18/2018,"13,118","2,980,049",0.44
Indiana,9/1/2018,"2,951",8/25/2018,"13,115","2,980,049",0.44
Indiana,9/8/2018,"2,139",9/1/2018,"13,810","2,980,049",0.46
Indiana,9/15/2018,"1,987",9/8/2018,"12,678","2,980,049",0.43
Indiana,9/22/2018,"2,010",9/15/2018,"12,786","2,980,049",0.43
Indiana,9/29/2018,"1,790",9/22/2018,"12,455","2,980,049",0.42
Indiana,10/6/2018,"1,922",9/29/2018,"12,571","2,980,049",0.42
Indiana,10/13/2018,"2,134",10/6/2018,"12,159","2,998,303",0.41
Indiana,10/20/2018,"2,235",10/13/2018,"12,352","2,998,303",0.41
Indiana,10/27/2018,"2,500",10/20/2018,"13,694","2,998,303",0.46
Indiana,11/3/2018,"3,434",10/27/2018,"13,817","2,998,303",0.46
Indiana,11/10/2018,"2,902",11/3/2018,"14,630","2,998,303",0.49
Indiana,11/17/2018,"2,791",11/10/2018,"14,703","2,998,303",0.49
Indiana,11/24/2018,"2,896",11/17/2018,"12,805","2,998,303",0.43
Indiana,12/1/2018,"3,977",11/24/2018,"14,556","2,998,303",0.49
Indiana,12/8/2018,"3,379",12/1/2018,"14,588","2,998,303",0.49
Indiana,12/15/2018,"3,380",12/8/2018,"15,387","2,998,303",0.51
Indiana,12/22/2018,"4,453",12/15/2018,"17,140","2,998,303",0.57
Indiana,12/29/2018,"4,232",12/22/2018,"18,729","2,998,303",0.62
Indiana,1/5/2019,"4,578",12/29/2018,"19,267","2,998,303",0.64
Indiana,1/12/2019,"4,835",1/5/2019,"20,110","3,005,853",0.67
Indiana,1/19/2019,"3,840",1/12/2019,"19,918","3,005,853",0.66
Indiana,1/26/2019,"3,467",1/19/2019,"20,599","3,005,853",0.69
Indiana,2/2/2019,"3,317",1/26/2019,"20,753","3,005,853",0.69
Indiana,2/9/2019,"3,462",2/2/2019,"23,149","3,005,853",0.77
Indiana,2/16/2019,"2,441",2/9/2019,"22,293","3,005,853",0.74
Indiana,2/23/2019,"2,367",2/16/2019,"22,075","3,005,853",0.73
Indiana,3/2/2019,"2,423",2/23/2019,"21,253","3,005,853",0.71
Indiana,3/9/2019,"2,845",3/2/2019,"20,910","3,005,853",0.7
Indiana,3/16/2019,"2,088",3/9/2019,"20,682","3,005,853",0.69
Indiana,3/23/2019,"2,069",3/16/2019,"19,668","3,005,853",0.65
Indiana,3/30/2019,"2,033",3/23/2019,"18,100","3,005,853",0.6
Indiana,4/6/2019,"3,038",3/30/2019,"18,760","3,005,853",0.62
Indiana,4/13/2019,"2,370",4/6/2019,"15,723","3,014,893",0.52
Indiana,4/20/2019,"2,719",4/13/2019,"16,019","3,014,893",0.53
Indiana,4/27/2019,"2,200",4/20/2019,"16,047","3,014,893",0.53
Indiana,5/4/2019,"2,086",4/27/2019,"13,584","3,014,893",0.45
Indiana,5/11/2019,"2,049",5/4/2019,"13,502","3,014,893",0.45
Indiana,5/18/2019,"2,009",5/11/2019,"13,278","3,014,893",0.44
Indiana,5/25/2019,"1,905",5/18/2019,"13,336","3,014,893",0.44
Indiana,6/1/2019,"2,101",5/25/2019,"13,170","3,014,893",0.44
Indiana,6/8/2019,"2,821",6/1/2019,"13,854","3,014,893",0.46
Indiana,6/15/2019,"2,120",6/8/2019,"13,273","3,014,893",0.44
Indiana,6/22/2019,"1,960",6/15/2019,"13,321","3,014,893",0.44
Indiana,6/29/2019,"2,225",6/22/2019,"13,105","3,014,893",0.43
Indiana,7/6/2019,"2,090",6/29/2019,"12,945","3,014,893",0.43
Indiana,7/13/2019,"3,527",7/6/2019,"13,592","3,022,665",0.45
Indiana,7/20/2019,"2,283",7/13/2019,"13,902","3,022,665",0.46
Indiana,7/27/2019,"2,051",7/20/2019,"13,393","3,022,665",0.44
Indiana,8/3/2019,"2,129",7/27/2019,"13,247","3,022,665",0.44
Indiana,8/10/2019,"2,518",8/3/2019,"13,823","3,022,665",0.46
Indiana,8/17/2019,"2,043",8/10/2019,"13,427","3,022,665",0.44
Indiana,8/24/2019,"1,989",8/17/2019,"13,161","3,022,665",0.44
Indiana,8/31/2019,"1,979",8/24/2019,"13,207","3,022,665",0.44
Indiana,9/7/2019,"1,986",8/31/2019,"12,948","3,022,665",0.43
Indiana,9/14/2019,"2,001",9/7/2019,"13,126","3,022,665",0.43
Indiana,9/21/2019,"2,797",9/14/2019,"12,826","3,022,665",0.42
Indiana,9/28/2019,"2,319",9/21/2019,"12,951","3,022,665",0.43
Indiana,10/5/2019,"2,672",9/28/2019,"13,636","3,022,665",0.45
Indiana,10/12/2019,"2,749",10/5/2019,"13,394","3,034,091",0.44
Indiana,10/19/2019,"2,116",10/12/2019,"13,234","3,034,091",0.44
Indiana,10/26/2019,"2,138",10/19/2019,"13,667","3,034,091",0.45
Indiana,11/2/2019,"2,381",10/26/2019,"13,749","3,034,091",0.45
Indiana,11/9/2019,"3,064",11/2/2019,"13,582","3,034,091",0.45
Indiana,11/16/2019,"2,725",11/9/2019,"13,328","3,034,091",0.44
Indiana,11/23/2019,"3,053",11/16/2019,"14,219","3,034,091",0.47
Indiana,11/30/2019,"2,312",11/23/2019,"13,544","3,034,091",0.45
Indiana,12/7/2019,"4,033",11/30/2019,"15,473","3,034,091",0.51
Indiana,12/14/2019,"3,411",12/7/2019,"15,516","3,034,091",0.51
Indiana,12/21/2019,"3,911",12/14/2019,"17,011","3,034,091",0.56
Indiana,12/28/2019,"3,418",12/21/2019,"17,756","3,034,091",0.59
Indiana,1/4/2020,"4,434",12/28/2019,"20,062","3,034,091",0.66
Indiana,1/11/2020,"4,890",1/4/2020,"21,524","3,039,304",0.71
Indiana,1/18/2020,"3,741",1/11/2020,"21,626","3,039,304",0.71
Indiana,1/25/2020,"2,956",1/18/2020,"21,366","3,039,304",0.7
Indiana,2/1/2020,"3,016",1/25/2020,"22,017","3,039,304",0.72
Indiana,2/8/2020,"2,725",2/1/2020,"22,212","3,039,304",0.73
Indiana,2/15/2020,"2,556",2/8/2020,"22,352","3,039,304",0.74
Indiana,2/22/2020,"2,979",2/15/2020,"22,913","3,039,304",0.75
Indiana,2/29/2020,"2,276",2/22/2020,"22,994","3,039,304",0.76
Indiana,3/7/2020,"2,223",2/29/2020,"22,586","3,039,304",0.74
Indiana,3/14/2020,"2,596",3/7/2020,"21,473","3,039,304",0.71
Indiana,3/21/2020,"59,755",3/14/2020,"20,778","3,039,304",0.68
Indiana,3/28/2020,"120,331",,,,
